created_at,entry_id,Temperature,Humidity,Soil Moisture,Turbity percentage
2025-06-01 01:47:30,76,26.0,60.3,3803,55
2025-06-01 01:48:56,77,25.9,62.9,3810,54
2025-06-01 01:50:22,78,25.8,61.6,3994,58
2025-06-01 01:51:48,79,26.3,60.2,3762,55
2025-06-01 01:53:14,80,26.3,62.5,4000,60
2025-06-01 01:54:40,81,25.6,61.2,3658,53
2025-06-01 01:56:06,82,25.2,60.5,3859,55
2025-06-01 01:57:32,83,25.9,61.8,3919,57
2025-06-01 01:58:58,84,25.6,60.9,3688,54
2025-06-01 02:00:24,85,25.8,62.3,3868,56
2025-06-01 02:01:50,86,25.7,63.2,3881,56
2025-06-01 02:03:16,87,24.9,61.6,3589,53
2025-06-01 02:04:42,88,26.6,60.8,3801,52
2025-06-01 02:06:08,89,25.4,63.1,3733,57
2025-06-01 02:07:34,90,25.4,60.0,3831,54
2025-06-01 02:09:00,91,24.8,62.4,3750,56
2025-06-01 02:10:26,92,25.4,62.7,3754,56
2025-06-01 02:11:52,93,25.2,62.1,3826,57
2025-06-01 02:13:18,94,25.0,62.4,3844,53
2025-06-01 02:14:44,95,25.2,62.9,3858,58
2025-06-01 02:16:10,96,25.2,60.4,3702,55
2025-06-01 02:17:36,97,26.0,62.9,3842,57
2025-06-01 02:19:02,98,26.1,62.8,3818,54
2025-06-01 02:20:28,99,26.3,63.6,3803,55
2025-06-01 02:21:54,100,24.7,62.0,3873,57
2025-06-01 02:23:20,101,25.6,62.2,3792,58
2025-06-01 02:24:46,102,26.1,60.6,3701,55
2025-06-01 02:26:12,103,25.7,62.6,3660,56
2025-06-01 02:27:38,104,26.4,60.9,3779,54
2025-06-01 02:29:04,105,25.8,61.4,3730,55
2025-06-01 02:30:30,106,26.3,61.7,3774,54
2025-06-01 02:31:56,107,26.2,61.7,3914,53
2025-06-01 02:33:22,108,25.5,60.9,3632,58
2025-06-01 02:34:48,109,26.0,61.4,3953,60
2025-06-01 02:36:14,110,26.2,61.1,3739,56
2025-06-01 02:37:40,111,26.0,61.9,3954,55
2025-06-01 02:39:06,112,26.4,59.8,3877,55
2025-06-01 02:40:32,113,26.7,61.1,3761,53
2025-06-01 02:41:58,114,25.3,60.5,3904,56
2025-06-01 02:43:24,115,25.1,59.9,3847,55
2025-06-01 02:44:50,116,25.5,61.2,3761,55
2025-06-01 02:46:16,117,26.2,62.8,3911,55
2025-06-01 02:47:42,118,26.4,61.3,3891,58
2025-06-01 02:49:08,119,25.6,60.7,3783,51
2025-06-01 02:50:34,120,25.9,62.3,3698,58
2025-06-01 02:52:00,121,26.1,60.3,3815,58
2025-06-01 02:53:26,122,26.1,63.4,3867,57
2025-06-01 02:54:52,123,27.0,61.4,3647,56
2025-06-01 02:56:18,124,26.3,61.4,3843,59
2025-06-01 02:57:44,125,25.5,61.8,3702,52
2025-06-01 02:59:10,126,25.7,62.8,3796,58
2025-06-01 03:00:36,127,25.2,62.2,3821,54
2025-06-01 03:02:02,128,25.9,60.6,3687,57
2025-06-01 03:03:28,129,26.1,60.7,3987,58
2025-06-01 03:04:54,130,26.4,62.3,3880,57
2025-06-01 03:06:20,131,25.7,62.0,4000,55
2025-06-01 03:07:46,132,26.4,62.0,3943,54
2025-06-01 03:09:12,133,25.7,61.0,3755,53
2025-06-01 03:10:38,134,25.3,62.2,4000,58
2025-06-01 03:12:04,135,25.5,60.6,3835,56
2025-06-01 03:13:30,136,25.0,61.7,3847,55
2025-06-01 03:14:56,137,25.2,61.8,3872,56
2025-06-01 03:16:22,138,26.1,62.8,3942,54
2025-06-01 03:17:48,139,25.8,61.4,3893,53
2025-06-01 03:19:14,140,26.2,62.6,3579,56
2025-06-01 03:20:40,141,25.6,62.7,3881,56
2025-06-01 03:22:06,142,26.6,63.8,3942,52
2025-06-01 03:23:32,143,26.1,62.5,3758,53
2025-06-01 03:24:58,144,26.3,59.6,3868,53
2025-06-01 03:26:24,145,25.6,59.7,3632,55
2025-06-01 03:27:50,146,25.7,61.6,3844,55
2025-06-01 03:29:16,147,25.4,62.4,3788,56
2025-06-01 03:30:42,148,25.3,61.6,3841,55
2025-06-01 03:32:08,149,26.5,60.5,3637,55
2025-06-01 03:33:34,150,25.3,60.7,3809,55
2025-06-01 03:35:00,151,25.7,63.2,3748,52
2025-06-01 03:36:26,152,25.6,62.0,3668,56
2025-06-01 03:37:52,153,25.1,61.2,3893,56
2025-06-01 03:39:18,154,24.3,60.9,3763,55
2025-06-01 03:40:44,155,26.1,62.6,3734,53
2025-06-01 03:42:10,156,25.7,61.3,3818,53
2025-06-01 03:43:36,157,26.4,62.2,3718,54
2025-06-01 03:45:02,158,25.4,62.1,3691,55
2025-06-01 03:46:28,159,26.0,61.5,3754,59
2025-06-01 03:47:54,160,25.8,60.9,3857,54
2025-06-01 03:49:20,161,25.4,60.5,3660,57
2025-06-01 03:50:46,162,26.2,62.1,3840,56
2025-06-01 03:52:12,163,25.8,63.6,3727,55
2025-06-01 03:53:38,164,26.0,61.5,3886,58
2025-06-01 03:55:04,165,25.5,60.1,3926,56
2025-06-01 03:56:30,166,24.6,62.2,3720,55
2025-06-01 03:57:56,167,25.7,60.1,4000,55
2025-06-01 03:59:22,168,26.3,59.7,3635,58
2025-06-01 04:00:48,169,26.1,59.5,3723,57
2025-06-01 04:02:14,170,25.1,60.9,3692,55
2025-06-01 04:03:40,171,25.4,62.4,3957,55
2025-06-01 04:05:06,172,25.4,62.4,3747,55
2025-06-01 04:06:32,173,26.8,62.0,3886,52
2025-06-01 04:07:58,174,26.4,62.1,3901,55
2025-06-01 04:09:24,175,25.4,60.8,3894,54
2025-06-01 04:10:50,176,25.5,62.4,3733,57
2025-06-01 04:12:16,177,26.4,59.8,3896,55
2025-06-01 04:13:42,178,25.5,62.9,4000,53
2025-06-01 04:15:08,179,25.4,59.9,3920,54
2025-06-01 04:16:34,180,25.4,60.5,3629,58
2025-06-01 04:18:00,181,25.5,61.4,3805,57
2025-06-01 04:19:26,182,25.3,60.3,3768,58
2025-06-01 04:20:52,183,25.2,59.9,3814,57
2025-06-01 04:22:18,184,26.8,61.0,3923,53
2025-06-01 04:23:44,185,25.3,60.6,3744,60
2025-06-01 04:25:10,186,25.9,62.1,3991,56
2025-06-01 04:26:36,187,26.0,62.6,3755,53
2025-06-01 04:28:02,188,25.8,61.6,3683,58
2025-06-01 04:29:28,189,25.8,61.4,3982,58
2025-06-01 04:30:54,190,25.4,61.9,3768,56
2025-06-01 04:32:20,191,26.1,61.7,3794,53
2025-06-01 04:33:46,192,25.6,61.4,4000,53
2025-06-01 04:35:12,193,25.1,61.8,3894,56
2025-06-01 04:36:38,194,24.8,61.6,3988,56
2025-06-01 04:38:04,195,25.7,62.0,3837,50
2025-06-01 04:39:30,196,26.3,61.3,4000,56
2025-06-01 04:40:56,197,26.1,61.3,3649,57
2025-06-01 04:42:22,198,25.5,60.7,3974,55
2025-06-01 04:43:48,199,25.9,61.0,3838,53
2025-06-01 04:45:14,200,25.6,61.4,3793,57
2025-06-01 04:46:40,201,25.4,60.6,4000,56
2025-06-01 04:48:06,202,25.7,60.9,3810,55
2025-06-01 04:49:32,203,25.9,61.2,3816,58
2025-06-01 04:50:58,204,26.1,62.4,3686,62
2025-06-01 04:52:24,205,25.6,61.0,3776,51
2025-06-01 04:53:50,206,26.3,61.3,3741,55
2025-06-01 04:55:16,207,26.1,60.1,3763,56
2025-06-01 04:56:42,208,26.6,61.1,3776,58
2025-06-01 04:58:08,209,25.5,62.3,3747,54
2025-06-01 04:59:34,210,25.8,59.3,3630,54
2025-06-01 05:01:00,211,25.9,59.4,3564,54
2025-06-01 05:02:26,212,27.0,61.0,3759,56
2025-06-01 05:03:52,213,26.0,61.4,3839,57
2025-06-01 05:05:18,214,25.4,63.6,3854,56
2025-06-01 05:06:44,215,25.9,60.0,3871,55
2025-06-01 05:08:10,216,26.2,61.4,3738,53
2025-06-01 05:09:36,217,25.6,60.4,3896,56
2025-06-01 05:11:02,218,25.8,62.8,3612,56
2025-06-01 05:12:28,219,25.7,62.0,3769,56
2025-06-01 05:13:54,220,25.6,62.6,3955,55
2025-06-01 05:15:20,221,25.6,61.1,3818,55
2025-06-01 05:16:46,222,25.8,61.9,3675,52
2025-06-01 05:18:12,223,26.1,61.6,3573,56
2025-06-01 05:19:38,224,26.0,61.2,3658,54
2025-06-01 05:21:04,225,25.9,61.3,3696,54
2025-06-01 05:22:30,226,25.2,64.0,3851,56
2025-06-01 05:23:56,227,25.2,61.4,3833,52
2025-06-01 05:25:22,228,25.5,60.4,3711,57
2025-06-01 05:26:48,229,24.9,62.9,3878,54
2025-06-01 05:28:14,230,25.7,61.1,3728,54
2025-06-01 05:29:40,231,26.1,62.0,3879,53
2025-06-01 05:31:06,232,25.8,61.7,3763,57
2025-06-01 05:32:32,233,26.3,62.0,3745,54
2025-06-01 05:33:58,234,26.0,61.9,3798,53
2025-06-01 05:35:24,235,25.5,61.8,3899,56
2025-06-01 05:36:50,236,25.7,62.9,3854,54
2025-06-01 05:38:16,237,25.3,59.7,3900,57
2025-06-01 05:39:42,238,25.1,61.4,3843,55
2025-06-01 05:41:08,239,25.2,61.2,3858,53
2025-06-01 05:42:34,240,25.4,61.4,3756,52
2025-06-01 05:44:00,241,25.2,59.8,3885,52
2025-06-01 05:45:26,242,25.5,61.3,3672,53
2025-06-01 05:46:52,243,26.3,61.0,3753,56
2025-06-01 05:48:18,244,26.6,61.4,3746,58
2025-06-01 05:49:44,245,25.3,60.7,3780,56
2025-06-01 05:51:10,246,26.3,60.1,3718,58
2025-06-01 05:52:36,247,25.6,61.6,3890,54
2025-06-01 05:54:02,248,25.6,63.5,3699,54
2025-06-01 05:55:28,249,26.5,62.7,3799,54
2025-06-01 05:56:54,250,26.3,61.8,3877,57
2025-06-01 05:58:20,251,25.7,60.6,3663,55
2025-06-01 05:59:46,252,24.8,59.9,3807,60
2025-06-01 06:01:12,253,26.0,63.3,4000,56
2025-06-01 06:02:38,254,25.5,61.3,3824,56
2025-06-01 06:04:04,255,25.0,61.5,3724,56
2025-06-01 06:05:30,256,26.3,62.3,3851,52
2025-06-01 06:06:56,257,25.4,60.4,3990,51
2025-06-01 06:08:22,258,26.0,61.4,3855,53
2025-06-01 06:09:48,259,25.7,63.6,3855,53
2025-06-01 06:11:14,260,25.5,60.6,3688,54
2025-06-01 06:12:40,261,25.3,62.4,3923,59
2025-06-01 06:14:06,262,25.5,62.1,3833,57
2025-06-01 06:15:32,263,25.1,61.4,3820,55
2025-06-01 06:16:58,264,25.5,60.7,3643,55
2025-06-01 06:18:24,265,25.4,61.6,3737,53
2025-06-01 06:19:50,266,26.3,61.1,3762,54
2025-06-01 06:21:16,267,26.0,63.8,3848,57
2025-06-01 06:22:42,268,26.0,61.6,3869,53
2025-06-01 06:24:08,269,26.0,61.9,3744,56
2025-06-01 06:25:34,270,25.4,62.8,3719,52
2025-06-01 06:27:00,271,24.8,63.1,3751,53
2025-06-01 06:28:26,272,25.5,61.4,3701,55
2025-06-01 06:29:52,273,25.6,63.5,3696,58
2025-06-01 06:31:18,274,26.2,60.8,3597,57
2025-06-01 06:32:44,275,25.7,60.7,3756,56
2025-06-01 06:34:10,276,25.4,61.7,3744,53
2025-06-01 06:35:36,277,26.1,60.7,3814,55
2025-06-01 06:37:02,278,25.6,61.0,3858,54
2025-06-01 06:38:28,279,27.9,59.4,3949,55
2025-06-01 06:39:54,280,26.3,61.0,3728,58
2025-06-01 06:41:20,281,25.7,60.4,3706,59
2025-06-01 06:42:46,282,25.9,62.4,3721,55
2025-06-01 06:44:12,283,25.3,61.3,3674,55
2025-06-01 06:45:38,284,24.9,61.4,3781,56
2025-06-01 06:47:04,285,25.3,60.8,3739,60
2025-06-01 06:48:30,286,24.6,61.1,3775,58
2025-06-01 06:49:56,287,25.7,60.8,3648,55
2025-06-01 06:51:22,288,25.7,61.5,3868,56
2025-06-01 06:52:48,289,26.3,60.5,3835,58
2025-06-01 06:54:14,290,25.7,64.1,3810,55
2025-06-01 06:55:40,291,25.3,61.1,3847,56
2025-06-01 06:57:06,292,25.1,61.0,3821,54
2025-06-01 06:58:32,293,26.4,61.8,3815,56
2025-06-01 06:59:58,294,25.7,59.7,3822,53
2025-06-01 07:01:24,295,26.8,60.3,3960,57
2025-06-01 07:02:50,296,25.6,60.9,4000,57
2025-06-01 07:04:16,297,25.7,60.7,3925,58
2025-06-01 07:05:42,298,25.3,59.9,3836,57
2025-06-01 07:07:08,299,25.5,62.8,3790,54
2025-06-01 07:08:34,300,25.5,60.1,3868,57
2025-06-01 07:10:00,301,26.0,61.2,3919,57
2025-06-01 07:11:26,302,25.9,60.8,3624,55
2025-06-01 07:12:52,303,26.2,61.4,3825,53
2025-06-01 07:14:18,304,25.8,58.9,3739,55
2025-06-01 07:15:44,305,25.8,63.6,3669,53
2025-06-01 07:17:10,306,26.1,62.1,3622,56
2025-06-01 07:18:36,307,25.6,60.9,3829,57
2025-06-01 07:20:02,308,27.1,62.3,3865,53
2025-06-01 07:21:28,309,25.7,60.5,3969,59
2025-06-01 07:22:54,310,25.9,63.0,3773,52
2025-06-01 07:24:20,311,25.6,62.6,3855,56
2025-06-01 07:25:46,312,25.8,59.9,3798,54
2025-06-01 07:27:12,313,25.2,62.0,3754,56
2025-06-01 07:28:38,314,25.3,60.6,3919,56
2025-06-01 07:30:04,315,25.2,61.6,3956,52
2025-06-01 07:31:30,316,26.1,61.5,3775,58
2025-06-01 07:32:56,317,25.5,60.2,3773,55
2025-06-01 07:34:22,318,25.6,61.6,3809,54
2025-06-01 07:35:48,319,25.8,61.2,3799,55
2025-06-01 07:37:14,320,25.7,61.1,3657,57
2025-06-01 07:38:40,321,25.5,60.7,3803,54
2025-06-01 07:40:06,322,25.6,60.6,3809,55
2025-06-01 07:41:32,323,24.7,61.8,3818,58
2025-06-01 07:42:58,324,25.8,60.2,3933,57
2025-06-01 07:44:24,325,26.4,61.7,3740,55
2025-06-01 07:45:50,326,25.9,63.5,3932,55
2025-06-01 07:47:16,327,25.6,60.3,3782,53
2025-06-01 07:48:42,328,25.9,61.1,3681,55
2025-06-01 07:50:08,329,25.6,61.1,3653,54
2025-06-01 07:51:34,330,25.6,61.4,3881,55
2025-06-01 07:53:00,331,25.8,63.2,3830,51
2025-06-01 07:54:26,332,25.5,59.9,3784,51
2025-06-01 07:55:52,333,26.1,61.9,3900,53
2025-06-01 07:57:18,334,25.6,61.6,3787,56
2025-06-01 07:58:44,335,26.4,62.0,3857,59
2025-06-01 08:00:10,336,25.7,60.6,3644,57
2025-06-01 08:01:36,337,24.3,61.6,3817,55
2025-06-01 08:03:02,338,27.1,60.2,3815,55
2025-06-01 08:04:28,339,25.2,61.7,3750,56
2025-06-01 08:05:54,340,26.0,61.1,3821,55
2025-06-01 08:07:20,341,26.3,62.6,3833,56
2025-06-01 08:08:46,342,25.7,62.9,3776,59
2025-06-01 08:10:12,343,26.0,61.8,3657,58
2025-06-01 08:11:38,344,25.9,60.1,3754,55
2025-06-01 08:13:04,345,25.3,60.8,3873,54
2025-06-01 08:14:30,346,25.8,64.1,3987,54
2025-06-01 08:15:56,347,25.9,60.1,3988,56
2025-06-01 08:17:22,348,26.4,61.2,3823,56
2025-06-01 08:18:48,349,25.4,60.9,3725,60
2025-06-01 08:20:14,350,25.3,61.2,3725,57
2025-06-01 08:21:40,351,25.4,62.0,3861,55
2025-06-01 08:23:06,352,25.7,60.7,3849,57
2025-06-01 08:24:32,353,25.7,60.6,3939,56
2025-06-01 08:25:58,354,25.3,62.3,3839,54
2025-06-01 08:27:24,355,25.8,62.1,3763,56
2025-06-01 08:28:50,356,25.1,61.0,3761,54
2025-06-01 08:30:16,357,25.3,63.2,3777,54
2025-06-01 08:31:42,358,25.1,61.3,3938,52
2025-06-01 08:33:08,359,26.5,61.1,3733,57
2025-06-01 08:34:34,360,26.0,61.9,3745,56
2025-06-01 08:36:00,361,25.8,60.5,3672,55
2025-06-01 08:37:26,362,26.5,61.6,3687,54
2025-06-01 08:38:52,363,25.5,60.4,3899,58
2025-06-01 08:40:18,364,26.5,59.7,3999,56
2025-06-01 08:41:44,365,25.9,61.4,3759,60
2025-06-01 08:43:10,366,24.9,62.3,3715,56
2025-06-01 08:44:36,367,26.0,60.8,4000,57
2025-06-01 08:46:02,368,25.8,61.4,3842,54
2025-06-01 08:47:28,369,25.6,63.1,3792,52
2025-06-01 08:48:54,370,25.6,60.0,3731,54
2025-06-01 08:50:20,371,25.7,61.4,3871,55
2025-06-01 08:51:46,372,24.9,59.5,3766,53
2025-06-01 08:53:12,373,25.1,60.5,3841,57
2025-06-01 08:54:38,374,25.1,59.3,3932,54
2025-06-01 08:56:04,375,25.6,61.2,3680,54
2025-06-01 08:57:30,376,25.5,63.7,3721,52
2025-06-01 08:58:56,377,25.9,59.6,4000,55
2025-06-01 09:00:22,378,25.8,60.8,3829,55
2025-06-01 09:01:48,379,26.0,61.8,3973,57
2025-06-01 09:03:14,380,25.4,61.4,3675,59
2025-06-01 09:04:40,381,25.7,62.0,3822,54
2025-06-01 09:06:06,382,25.5,61.8,3773,60
2025-06-01 09:07:32,383,26.4,60.8,3566,57
2025-06-01 09:08:58,384,25.5,62.2,3792,56
2025-06-01 09:10:24,385,25.4,61.2,3872,51
2025-06-01 09:11:50,386,25.5,61.7,3830,58
2025-06-01 09:13:16,387,26.0,61.0,3673,58
2025-06-01 09:14:42,388,25.6,60.9,3754,58
2025-06-01 09:16:08,389,26.0,63.3,3694,58
2025-06-01 09:17:34,390,26.4,60.4,3848,54
2025-06-01 09:19:00,391,26.0,61.7,3605,55
2025-06-01 09:20:26,392,26.8,62.0,3660,58
2025-06-01 09:21:52,393,25.3,60.3,3701,53
2025-06-01 09:23:18,394,25.2,61.3,3819,52
2025-06-01 09:24:44,395,26.1,60.9,3726,52
2025-06-01 09:26:10,396,26.6,61.8,3852,59
2025-06-01 09:27:36,397,25.4,60.5,3898,54
2025-06-01 09:29:02,398,25.4,62.6,3806,57
2025-06-01 09:30:28,399,25.9,62.3,3777,53
2025-06-01 09:31:54,400,26.0,62.4,3807,52
2025-06-01 09:33:20,401,25.7,60.8,3843,55
2025-06-01 09:34:46,402,25.7,60.8,3875,55
2025-06-01 09:36:12,403,26.2,62.9,3634,55
2025-06-01 09:37:38,404,26.0,59.7,3742,56
2025-06-01 09:39:04,405,25.1,62.8,3630,57
2025-06-01 09:40:30,406,25.0,61.5,3820,54
2025-06-01 09:41:56,407,25.5,61.8,3728,56
2025-06-01 09:43:22,408,26.2,60.8,3819,56
2025-06-01 09:44:48,409,25.6,61.4,3798,58
2025-06-01 09:46:14,410,25.4,61.4,3716,57
2025-06-01 09:47:40,411,26.1,62.9,3797,51
2025-06-01 09:49:06,412,26.8,61.5,3776,55
2025-06-01 09:50:32,413,25.6,61.4,3827,53
2025-06-01 09:51:58,414,25.9,60.9,3807,57
2025-06-01 09:53:24,415,25.6,61.2,3901,56
2025-06-01 09:54:50,416,25.8,60.4,3595,54
2025-06-01 09:56:16,417,26.5,62.2,3808,57
2025-06-01 09:57:42,418,25.8,61.4,3700,55
2025-06-01 09:59:08,419,25.1,59.4,3966,52
2025-06-01 10:00:34,420,25.6,61.2,3671,53
2025-06-01 10:02:00,421,25.4,60.7,3768,57
2025-06-01 10:03:26,422,25.9,62.5,3706,56
2025-06-01 10:04:52,423,25.7,60.8,3591,57
2025-06-01 10:06:18,424,26.5,62.8,3910,51
2025-06-01 10:07:44,425,25.4,60.9,3958,57
2025-06-01 10:09:10,426,25.9,62.1,3835,54
2025-06-01 10:10:36,427,25.3,63.0,3979,53
2025-06-01 10:12:02,428,26.3,61.7,3805,56
2025-06-01 10:13:28,429,25.8,63.4,3893,53
2025-06-01 10:14:54,430,25.1,62.7,3845,56
2025-06-01 10:16:20,431,26.2,60.5,3885,56
2025-06-01 10:17:46,432,26.2,61.6,3660,55
2025-06-01 10:19:12,433,25.3,62.6,3695,55
2025-06-01 10:20:38,434,25.3,61.5,3832,58
2025-06-01 10:22:04,435,25.3,62.6,3636,51
2025-06-01 10:23:30,436,25.5,61.2,4000,55
2025-06-01 10:24:56,437,25.9,60.1,3882,57
2025-06-01 10:26:22,438,24.7,62.7,3820,57
2025-06-01 10:27:48,439,25.9,60.8,3921,55
2025-06-01 10:29:14,440,25.0,61.1,3698,51
2025-06-01 10:30:40,441,26.1,62.1,3773,56
2025-06-01 10:32:06,442,26.4,60.6,3606,54
2025-06-01 10:33:32,443,25.6,61.3,3885,56
2025-06-01 10:34:58,444,25.3,61.4,3729,59
2025-06-01 10:36:24,445,25.9,61.5,3595,55
2025-06-01 10:37:50,446,25.9,62.1,3727,55
2025-06-01 10:39:16,447,27.2,59.8,3747,56
2025-06-01 10:40:42,448,25.1,60.3,3967,55
2025-06-01 10:42:08,449,26.2,60.8,3793,56
2025-06-01 10:43:34,450,25.6,59.9,3732,57
2025-06-01 10:45:00,451,25.3,61.9,4000,57
2025-06-01 10:46:26,452,25.4,63.4,3645,59
2025-06-01 10:47:52,453,25.4,63.4,3771,56
2025-06-01 10:49:18,454,25.3,61.1,3794,55
2025-06-01 10:50:44,455,26.1,61.6,3650,56
2025-06-01 10:52:10,456,25.7,62.0,3894,51
2025-06-01 10:53:36,457,26.5,60.9,3853,58
2025-06-01 10:55:02,458,26.3,62.0,3810,55
2025-06-01 10:56:28,459,26.0,62.1,3722,50
2025-06-01 10:57:54,460,26.5,62.4,3884,56
2025-06-01 10:59:20,461,25.7,62.1,3744,55
2025-06-01 11:00:46,462,26.1,62.3,3829,57
2025-06-01 11:02:12,463,25.8,61.3,3737,57
2025-06-01 11:03:38,464,26.4,61.1,3738,53
2025-06-01 11:05:04,465,25.9,60.1,3707,58
2025-06-01 11:06:30,466,25.5,61.6,3795,58
2025-06-01 11:07:56,467,25.3,60.0,3756,55
2025-06-01 11:09:22,468,25.3,61.5,3856,53
2025-06-01 11:10:48,469,25.4,60.9,3742,59
2025-06-01 11:12:14,470,24.7,62.5,3886,52
2025-06-01 11:13:40,471,25.7,61.3,3641,55
2025-06-01 11:15:06,472,25.6,59.9,3748,55
2025-06-01 11:16:32,473,25.7,60.0,3634,55
2025-06-01 11:17:58,474,25.8,62.2,3729,54
2025-06-01 11:19:24,475,25.4,59.8,3764,58
2025-06-01 11:20:50,476,26.6,60.6,3796,55
2025-06-01 11:22:16,477,25.7,61.3,3765,55
2025-06-01 11:23:42,478,25.5,62.1,3934,54
2025-06-01 11:25:08,479,25.8,62.9,3651,56
2025-06-01 11:26:34,480,25.5,59.7,3699,54
2025-06-01 11:28:00,481,25.9,60.8,3708,54
2025-06-01 11:29:26,482,26.1,62.4,3828,57
2025-06-01 11:30:52,483,25.7,61.7,3832,55
2025-06-01 11:32:18,484,25.8,62.4,3787,58
2025-06-01 11:33:44,485,25.0,62.5,3500,52
2025-06-01 11:35:10,486,25.6,62.7,3986,56
2025-06-01 11:36:36,487,25.3,61.0,3908,55
2025-06-01 11:38:02,488,25.7,61.6,3982,54
2025-06-01 11:39:28,489,25.3,61.9,3709,57
2025-06-01 11:40:54,490,25.7,62.8,3696,55
2025-06-01 11:42:20,491,25.6,63.6,3810,57
2025-06-01 11:43:46,492,25.6,61.8,3692,60
2025-06-01 11:45:12,493,25.3,61.8,3923,54
2025-06-01 11:46:38,494,26.6,60.7,3984,55
2025-06-01 11:48:04,495,26.3,61.4,3669,57
2025-06-01 11:49:30,496,25.6,61.1,3876,53
2025-06-01 11:50:56,497,26.2,62.0,3762,55
